26500, 23203, 22080, 21487, 23251, 23089, 22447, 21315, 20340, 21067
20176, 21008, 19488, 22266, 21865, 28018, 21101, 21005, 21535, 23683
36539, 21119, 20377, 22519, 21442, 21049, 25583, 20888, 21399, 22866
20767, 22719, 20954, 21136, 21772, 24160, 19480, 21426, 21961, 20857
26505, 33754, 36675, 33271, 24257, 22531, 24224, 23429, 23929, 25080
27289, 24090, 23873, 22467, 21332, 22860, 26174, 20454, 22861, 23370
21066, 23071, 21620, 22902, 22295, 23111, 21994, 22727, 22799, 22726
25385, 21667, 22782, 21442, 22037, 32407, 26082, 25901, 23033, 23211
23258, 22568, 25041, 26897, 23540, 23119, 21127, 23950, 22027, 26874
23332, 23432, 23132, 21404, 21777, 26488, 30052, 24006, 22852, 21896
28757, 33906, 21359, 22191, 21667, 22599, 32719, 22613, 24978, 23024
21303, 23670, 21855, 23193, 23664, 22782, 24517, 21380, 22144, 20835
30921, 21710, 27597, 22083, 22633, 23454, 23742, 35002, 20916, 22816
22767, 23803, 31154, 23928, 22248, 23867, 23797, 22782, 22637, 23818
22090, 21631, 23043, 24052, 24428, 22708, 22919, 21861, 22328, 25667
26014, 21754, 22287, 34177, 29354, 24868, 22522, 21732, 21436, 22929
22474, 22997, 21804, 21638, 21792, 23495, 22717, 22486, 22490, 22284
21814, 21908, 25508, 21986, 23543, 23024, 22582, 22094, 22447, 21472
25010, 22378, 22936, 22577, 21975, 22637, 22941, 27486, 30245, 23735
24257, 23468, 23657, 31777, 22593, 21793, 22831, 23000, 21981, 22989
22193, 23168, 23047, 22759, 23258, 24094, 23399, 23748, 22715, 21918
23384, 22132, 22688, 21811, 22540, 21342, 22513, 21882, 25601, 23768
23762, 26303, 21488, 20940, 22100, 21989, 26331, 22914, 22362, 24298
21720, 21562, 21580, 22616, 21787, 21914, 21451, 23219, 21866, 21411
21128, 21549, 22217, 22638, 21500, 21258, 22054, 21917, 22506, 21360
23724, 20476, 22086, 21425, 40034, 23554, 21373, 22024, 26030, 21490
21512, 21590, 22386, 23337, 22177, 23174, 23037, 23145, 24211, 22908
21515, 27900, 29676, 24762, 23755, 24904, 24228, 27780, 26322, 22722
24171, 26453, 24732, 36705, 23884, 23417, 23627, 25828, 25332, 27027
23162, 24528, 24137, 24436, 22305, 23642, 23555, 23249, 30460, 23867
22754, 23477, 23409, 24195, 22896, 23142, 25538, 21384, 22001, 21343
24666, 24534, 21919, 22544, 25197, 26827, 27970, 31847, 21741, 21833
30313, 21948, 22729, 21599, 23992, 23132, 21998, 22252, 25286, 25370
26921, 25718, 22473, 22550, 21616, 22241, 21233, 22800, 21958, 22088
26029, 25431, 25393, 23288, 24924, 23784, 21243, 21300, 21509, 22478
26805, 24109, 21851, 22154, 22347, 23749, 22910, 23343, 22642, 24539
21510, 22135, 21585, 26738, 24012, 23082, 23287, 23937, 25510, 23290
24196, 21939, 21922, 21618, 29281, 23871, 23355, 31678, 22576, 22165
21248, 27972, 22712, 23800, 26217, 24215, 24062, 23720, 22171, 25249
27169, 23260, 22838, 23460, 23668, 23537, 23645, 23993, 25079, 22820
