130420, 73586, 83520, 80269, 80392, 82064, 79596, 78598, 82011, 82148
72831, 75424, 78105, 78305, 86539, 82176, 81076, 79303, 84892, 86370
139300, 88716, 88072, 86433, 84228, 83664, 90398, 80020, 84212, 84738
78270, 75506, 79516, 79166, 81778, 84406, 80152, 87287, 83377, 84336
238772, 273972, 304454, 212897, 187577, 197102, 194633, 189115, 202677, 200467
210131, 193471, 210201, 180632, 188504, 180947, 187706, 197988, 181727, 195025
202600, 182220, 188313, 186147, 187094, 184831, 192309, 182180, 193735, 196614
194258, 185027, 188367, 196309, 183372, 185011, 183530, 206902, 192111, 194548
199475, 194856, 191836, 196519, 185409, 193586, 188906, 183678, 184677, 187100
192173, 187797, 187474, 192991, 188036, 195885, 203692, 190413, 188413, 189392
185837, 191437, 193931, 184372, 183177, 198777, 204221, 189119, 197864, 197374
193896, 196784, 184116, 196167, 186333, 187132, 217058, 184486, 187402, 187780
196106, 185347, 194415, 179362, 186071, 191645, 188002, 191270, 198189, 191918
196342, 195351, 195730, 197026, 186443, 197424, 195561, 196490, 202370, 198470
204809, 191499, 195679, 200905, 186986, 203912, 195549, 201345, 182019, 184092
194913, 190305, 192059, 195922, 198128, 187582, 193611, 192260, 194600, 202871
187196, 186884, 197015, 183093, 189040, 186360, 192632, 187040, 190176, 199959
195268, 194644, 191912, 201154, 198513, 202059, 195394, 185807, 189672, 192368
190912, 195306, 213402, 194403, 198892, 191766, 201271, 199626, 198281, 192547
198027, 198028, 191373, 198819, 202564, 189087, 197871, 199123, 195833, 187681
198024, 194706, 193136, 190465, 198351, 192319, 192106, 192231, 191745, 191294
198879, 197755, 197612, 198115, 189205, 183049, 194506, 200209, 192969, 188360
188751, 192615, 190805, 187752, 189038, 187262, 185274, 195485, 197683, 196508
192257, 179803, 185068, 181664, 189768, 193443, 185941, 188740, 193091, 187199
179494, 188994, 181467, 189542, 181104, 183504, 192174, 191003, 188434, 204962
185717, 180458, 204578, 195089, 293735, 264849, 221460, 190002, 187384, 191617
177923, 192558, 186398, 200798, 203204, 194904, 187694, 186870, 186827, 206037
189738, 184335, 290552, 390272, 219521, 209037, 200338, 248253, 221790, 212419
193344, 199976, 190755, 192910, 201906, 192626, 188887, 184280, 181871, 191451
186821, 187580, 188361, 195022, 187306, 195690, 187784, 187751, 193060, 198701
183826, 185812, 191390, 194004, 182995, 190226, 188090, 188845, 187487, 190593
187622, 188387, 196853, 192164, 204609, 200426, 190889, 188679, 193804, 191870
196533, 191430, 192494, 193395, 191509, 202158, 195196, 194572, 198995, 187861
184784, 184795, 191372, 180722, 190908, 198238, 189560, 188605, 193455, 191334
203343, 193929, 197697, 198439, 188878, 206305, 199583, 188412, 188244, 191638
193436, 195968, 189692, 182683, 188128, 194479, 203993, 194053, 202582, 187168
186566, 196251, 192547, 184587, 190806, 195878, 185311, 191529, 193024, 195132
188147, 194659, 192214, 193815, 187214, 191437, 200023, 193025, 188845, 185772
196335, 192910, 195208, 196001, 194334, 192539, 187876, 187720, 190274, 198600
214459, 202755, 205439, 208719, 200260, 199073, 201922, 211529, 193343, 202700
